[CLS] 광주 ##은행 72 ##6 - 81 ##6 - 53 ##14 ##입니다 [SEP]	-100 SS_BRAND-B SS_BRAND-I O O O O O O O O O -100
[CLS] 요새 만 20 ##살 , 14 ##살 이런 애 ##들이 ##랑 노 ##는데 왜 나이 ##차 ##를 잘 못 느끼 ##겠 ##지 ? [SEP]	-100 O O SS_AGE-B SS_AGE-I O SS_AGE-B SS_AGE-I O O O O O O O O O O O O O O O O -100
[CLS] 이름 ##은 ##허 ##창 ##욱 주민 ##번 ##호 32 ##12 ##16 ##28 ##27 ##53 ##4 [SEP]	-100 O O SS_NAME-B SS_NAME-I SS_NAME-I O O O SS_BIRTH-B SS_BIRTH-I SS_BIRTH-I O O O O -100
[CLS] 주소 : 127 ##5 P ##ale S ##an V ##it ##ore ##s R ##d 전화 : + 1 67 ##1 - 64 ##7 - 123 ##4 [SEP]	-100 O O O O O O O O O O O O O O O O ID_PHONE-B ID_PHONE-I ID_PHONE-I ID_PHONE-I ID_PHONE-I ID_PHONE-I ID_PHONE-I ID_PHONE-I ID_PHONE-I ID_PHONE-I -100
[CLS] 320 ##11 ##30 ##입니다 . [SEP]	-100 O O O O O -100
[CLS] 보냈 ##던 저의 계좌 ##번 ##호 ##는 430 ##73 ##0 - 32 ##99 ##24 ##0 입니다 . [SEP]	-100 O O O O O O O O O O O O O O O O O -100
[CLS] 10 ##월 ##3 ##일 기념일 ##에 10 ##월 ##7 ##일 내 생일 ##이 ##라 ##서 , 언제나 ㅋㅋㅋ ##ㅋㅋㅋ 매번 지출 ##이 많 ##은 그대 ##여 ㅋㅋㅋ ##ㅋㅋㅋ ##ㅋㅋㅋ ##ㅋㅋㅋ ##ㅋㅋㅋ [SEP]	-100 O O O O O O SS_BIRTH-B SS_BIRTH-I SS_BIRTH-I SS_BIRTH-I O O O O O O O O O O O O O O O O O O O O O -100
[CLS] 홈 ##앤 ##쇼 ##핑 지주 ##형 ##입니다 . [SEP]	-100 O O O O SS_NAME-B SS_NAME-I O O -100
[CLS] 나주 드 ##들 ##강 ##솔 ##밭 ##유 ##원지 [SEP]	-100 AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I -100
[CLS] 56 ##92 ##요 . [SEP]	-100 O O O O -100
[CLS] 현 ##경 ##이 머드 ##스 ##콘 줄 ##라고 바로 여의도 ##로 이동 [SEP]	-100 SS_NAME-B SS_NAME-I O O O O O O O SS_BRAND-B O O -100
[CLS] 마지막 4 ##자리 ##는 58 ##76 ##번 으로 되 ##어 있 ##습 ##니다 . [SEP]	-100 O O O O O O O O O O O O O O -100
[CLS] 2017 ##년 12 ##월 31 ##일 26 ##세 ##의 마지막 ##날 [SEP]	-100 O O O O O O SS_AGE-B SS_AGE-I O O O -100
[CLS] 서울 ##예 ##대 빅 ##밴드 ##팀 이태원 올 ##댓 ##재 ##즈 공연 ~ [SEP]	-100 SS_BRAND-B SS_BRAND-I SS_BRAND-I O O O AD_ADDRESS-B O O O O O O -100
[CLS] 주인공 ##은 20 ##대 아들 수현 ( 지 ##윤 ##호 ) 을 둔 50 ##대 여성 미 ##경 ( 배 ##종 ##옥 ) 이 ##다 . [SEP]	-100 O O O O O SS_NAME-B O SS_NAME-B SS_NAME-I SS_NAME-I O O O O O O SS_NAME-B SS_NAME-I O SS_NAME-B SS_NAME-I SS_NAME-I O SS_NAME-I O O -100
[CLS] 오 ##잉 ? 120 ##k ##g ##로 내려갈 ##줄 알 ##았 ##는데 [SEP]	-100 O O O O O O O O O O O O -100
[CLS] 얇 ##지만 넉넉 ##한 사이즈 ##라 12 . 5 ##k ##g ##인 린이 ##한 ##테 [SEP]	-100 O O O O O O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I SS_WEIGHT-I SS_WEIGHT-I O O O O -100
[CLS] 경기도 수원시 영통 ##구 구성 ##1 ##길 ##로 확인 ##됩 ##니다 . [SEP]	-100 AD_METRO-B AD_CITY-B AD_CITY-I AD_CITY-I AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O O -100
